CardNo,CardCount,Money
183066,57,303.2999999999999
183067,32,193.89999999999998
183068,57,293.3
183069,6,39.5
183070,37,173.09999999999997
183071,57,303.79999999999995
183072,57,227.75999999999993
183073,50,255.39999999999995
183074,74,391.20000000000005
183076,75,470.5
183078,107,403.6
183079,45,243.2
183080,43,233.5
183081,41,227.99999999999997
183082,26,153.89999999999998
183083,98,312.50000000000006
183084,26,124.5
183086,14,51.2
183087,32,190.6
183088,67,544.3000000000001
183090,2,16.0
183091,44,286.0
183092,107,484.8000000000003
183093,125,474.10000000000014
183095,90,330.5999999999999
183096,58,262.0999999999999
183097,174,458.59999999999974
183099,49,161.39999999999995
183101,75,336.20000000000005
183102,37,231.7
183103,49,281.29999999999995
183104,74,404.00000000000006
183105,66,332.2
183106,102,508.0000000000001
183107,63,390.90000000000003
183108,23,138.7
183109,70,352.99999999999994
183110,68,270.2
183111,31,150.79999999999998
183112,27,118.1
183113,121,252.0
183115,50,238.70000000000002
183116,102,438.90000000000015
183117,10,80.0
183118,39,276.5
183119,26,192.29999999999998
183120,21,108.89999999999999
183121,76,263.9999999999999
183122,42,278.7
183123,75,428.00000000000006
183125,2,3.6
183126,19,79.80000000000001
183127,15,65.60000000000001
183128,68,350.70000000000005
183129,27,109.80000000000001
183131,39,115.99999999999999
183132,63,329.10000000000014
183133,68,209.79999999999998
183134,47,472.40000000000003
183136,48,315.2
183137,74,224.1
183138,61,242.09999999999997
183139,42,482.7
183141,59,425.6
183142,75,375.6
183144,37,199.29999999999998
183146,58,311.8999999999999
183147,35,219.79999999999998
183151,65,277.2
183153,60,269.99999999999994
183155,31,200.1
183157,36,142.6
183162,51,258.5
183164,160,594.3000000000003
183165,23,99.99999999999996
183166,101,392.8999999999999
183168,12,39.0
183169,125,527.0100000000001
183170,76,376.7
183171,81,419.30000000000007
183172,3,303.0
183173,94,408.79999999999995
183175,104,354.29999999999995
183176,25,142.0
183178,112,391.5
183181,77,336.8
183182,77,306.7999999999999
183183,39,158.0
183185,46,286.5
183186,101,555.8
183187,99,429.50000000000006
183188,74,305.7
183189,52,282.9
183191,12,84.4
183192,58,304.6
183193,93,324.2
183194,1,126.4
183196,73,498.30000000000007
183197,59,266.79999999999995
183198,17,100.60000000000001
183199,70,199.99999999999997
183200,76,347.79999999999995
183201,44,148.29999999999998
183202,81,354.3
183203,33,198.39999999999998
183206,54,220.50000000000003
183207,70,345.5
183209,47,279.0
183210,120,470.3999999999999
183212,2,2.4
183213,28,163.6
183214,41,158.60000000000002
183216,120,540.8
183217,58,224.60000000000002
183218,82,288.70000000000005
183220,182,435.40000000000026
183221,28,100.7
183222,23,124.2
183223,24,192.5
183224,161,433.70000000000033
183225,78,483.2
183228,11,67.8
183230,56,204.59999999999994
183232,26,195.0
183233,220,553.0000000000005
183234,92,434.85
183235,53,200.5999999999999
183236,76,418.0
183237,84,347.69999999999993
183238,102,382.09999999999997
183240,63,325.0999999999999
183241,113,394.30000000000007
183242,98,436.50000000000006
183243,107,449.9
183245,58,300.5
183246,19,162.0
183247,80,296.6
183249,86,295.6000000000001
183250,74,418.5
183252,78,269.79999999999995
183253,60,300.79999999999995
183254,111,416.09999999999997
183255,37,129.70000000000002
183256,47,144.1
183257,60,233.99999999999997
183258,128,393.7999999999999
183260,125,598.3
183262,157,613.8999999999999
183263,23,49.8
183264,27,199.5
183267,29,183.3
183268,52,354.4
183276,210,758.4000000000004
183277,59,349.1
183278,28,104.99999999999999
183281,96,474.00000000000006
183282,92,441.6
183283,67,416.79999999999995
183284,13,98.10000000000001
183287,2,300.0
183288,88,304.2
183292,62,276.19999999999993
183293,23,97.39999999999999
183295,20,110.5
183296,31,108.7
183297,76,387.0999999999999
183298,78,395.90000000000003
183299,99,348.2
183300,74,304.69999999999993
183302,118,647.5000000000001
183303,137,379.59999999999997
183305,71,146.20000000000005
183306,88,360.29999999999995
183307,124,245.89999999999998
183308,91,129.00000000000003
183310,126,352.05000000000007
183314,113,306.0
183315,88,293.09999999999997
183317,86,160.60000000000002
183319,36,231.49999999999997
183320,116,480.6
183321,87,248.6
183323,168,379.7999999999999
183324,88,200.6999999999999
183325,63,307.5999999999999
183326,27,52.4
183327,3,6.4
183328,74,446.80000000000007
183329,144,302.3
183330,106,378.80000000000007
183333,40,155.0
183334,71,237.79999999999998
183335,106,229.69999999999993
183336,92,268.3999999999999
183337,41,151.7
183338,123,397.3000000000002
183339,72,363.70000000000005
183340,76,296.49999999999994
183341,155,526.2600000000002
183343,143,320.00000000000006
183344,112,486.90000000000003
183345,144,512.7000000000002
183346,116,434.3800000000001
183347,130,508.4000000000001
183348,91,555.4
183349,85,330.8999999999999
183351,29,99.69999999999999
183352,123,581.4
183353,79,335.7
183354,99,411.4000000000001
183355,53,179.29999999999995
183356,27,100.7
183357,17,54.7
183358,81,243.49999999999997
183359,62,146.30000000000004
183360,60,211.29999999999998
183361,60,280.8
183362,99,417.5
183363,54,128.3
183364,71,431.90000000000015
183365,70,402.9
183367,83,384.19999999999993
183369,45,154.3
183371,61,310.4
183372,73,311.49999999999994
183373,64,312.09999999999997
183374,57,269.2999999999999
183375,59,233.59999999999997
183376,60,353.1
183377,88,222.9
183378,39,138.59999999999997
183381,58,332.49999999999994
183382,67,206.49999999999997
183383,41,109.40000000000002
183384,58,167.29999999999993
183385,111,311.0
183386,60,228.29999999999998
183387,39,160.5
183388,32,109.89999999999999
183389,78,188.2
183390,97,270.69999999999993
183391,79,257.19999999999993
183392,52,170.2
183393,56,222.69999999999996
183394,67,239.99999999999997
183395,50,174.1
183396,63,230.79999999999998
183397,68,215.89999999999998
183398,69,271.29999999999995
183399,49,103.79999999999998
183400,92,324.29999999999995
183401,97,262.9
183402,55,169.99999999999994
183403,58,198.59999999999994
183404,68,532.6000000000001
183405,56,177.79999999999998
183406,45,118.00000000000001
183408,99,297.79999999999995
183409,56,210.3
183410,51,214.4
183411,40,200.99999999999997
183412,56,132.3
183414,65,321.20000000000005
183415,86,345.9
183416,77,232.5
183417,66,273.9
183418,64,489.59999999999997
183419,137,489.49999999999994
183420,141,560.0999999999999
183422,164,572.8
183423,37,87.19999999999997
183424,151,378.8999999999999
183425,64,163.9
183426,50,312.90000000000003
183427,42,199.8
183428,30,196.0
183429,114,488.70000000000005
183431,1,145.3
183434,79,490.3
183435,149,344.8000000000002
183441,69,258.4
183442,42,199.39999999999998
183445,125,482.6000000000002
183446,92,447.4
183447,175,653.6000000000001
183448,205,489.4000000000002
183450,91,281.3999999999999
183451,107,354.4999999999999
183452,86,341.20000000000005
183453,3,3.5
183454,71,235.7
183455,60,293.49999999999994
183457,108,370.6000000000001
183460,85,263.70000000000005
183461,99,421.1000000000001
183464,79,384.9
183466,61,259.5
183468,75,394.1
183469,64,285.9
183470,21,202.6
183473,84,368.79
183474,124,413.30000000000007
183477,134,809.9000000000001
183479,112,396.3999999999999
183480,65,427.49999999999994
183481,59,153.8
183482,108,388.20000000000005
183483,30,175.8
183488,85,373.00000000000006
183489,78,287.7999999999999
183490,115,399.2000000000002
183493,24,91.50000000000001
183494,1,84.45
183495,87,437.40000000000003
183497,1,0.2
183498,46,156.70000000000002
183499,2,120.0
183502,60,392.3
183503,44,199.4
183504,16,51.800000000000004
183505,16,167.2
183510,101,186.79999999999984
183511,44,162.39999999999998
183513,94,400.40000000000003
183515,6,33.5
183519,65,436.7
183520,97,260.9999999999998
183521,7,32.6
183522,8,52.5
183523,19,64.9
183524,133,398.2999999999998
183525,81,373.7999999999999
183526,13,65.30000000000001
183531,43,216.8
183532,90,466.00000000000006
183534,65,214.09999999999994
183535,19,93.8
183536,63,248.29999999999993
183537,8,26.3
183539,51,239.2
183541,48,259.9
183543,52,215.59999999999994
183544,64,340.70000000000005
183545,38,188.5
183546,92,358.3
183547,41,172.2
183548,24,129.0
183549,50,193.89999999999998
183550,58,302.79999999999995
183553,35,169.5
183555,73,253.29999999999998
183556,59,203.8
183558,44,179.9
183561,3,3.0
183562,36,195.29999999999998
183565,11,69.0
183569,98,402.09999999999997
183570,2,4.0
183572,37,121.3
183573,33,168.7
183574,171,500.19999999999993
183575,9,22.1
183576,34,107.3
183577,57,176.1
183579,129,311.39999999999986
183581,18,116.2
183582,183,345.09000000000003
183583,107,318.49999999999994
183584,50,162.0
183585,34,171.1
183586,62,156.06
183588,112,321.7499999999999
183589,74,208.10000000000005
183590,18,72.9
183591,59,171.69999999999996
183592,113,314.8
183594,44,163.39999999999998
183595,123,354.09999999999997
183596,85,300.2
183598,48,103.69999999999997
183599,121,424.9
183602,14,66.4
183603,139,308.2
183605,30,159.1
183606,85,413.79999999999995
183608,106,576.6999999999999
183609,37,144.7
183610,14,60.9
183612,63,312.3
183613,112,592.8000000000005
183614,104,408.6000000000002
183615,1,5.5
183616,2,300.0
183617,28,137.79999999999998
183621,32,214.0
183623,18,102.0
183624,37,179.2
183625,12,63.5
183626,70,289.6
183627,43,287.4
183628,8,44.5
183629,72,299.7
183631,31,204.5
183632,36,208.59999999999997
183633,35,217.0
183637,1,65.2
183640,74,401.0
183641,99,325.3999999999999
183642,65,389.29999999999995
183643,70,376.4
183644,78,262.1
183645,84,243.3
183646,77,334.4
183647,97,316.79999999999995
183649,79,377.79999999999995
183651,117,441.2999999999999
183652,52,162.9
183653,41,179.6
183655,38,143.6
183656,72,389.8
183657,12,66.3
183659,74,579.6000000000003
183660,1,9.0
183661,115,450.40000000000003
183662,70,231.30000000000007
183664,87,291.0
183665,121,358.29999999999995
183666,2,11.0
183667,89,310.1
183668,90,475.19999999999993
183669,30,211.59999999999997
183670,86,302.90000000000003
183671,147,349.8
183672,122,456.4999999999999
183673,71,194.50000000000003
183674,86,414.5
183675,114,424.7999999999999
183676,43,156.4
183677,56,325.29999999999995
183678,27,140.09999999999997
183679,121,148.20000000000007
183680,88,287.30000000000007
183681,91,276.8
183683,86,229.00000000000003
183685,54,195.9
183686,33,203.19999999999996
183687,32,157.6
183688,105,383.79999999999995
183690,110,381.09999999999997
183691,72,382.70000000000005
183692,126,289.55
183693,44,184.1
183694,52,345.5999999999999
183695,98,394.6999999999999
183697,81,260.2
183698,84,373.29999999999995
183699,54,195.60000000000002
183700,41,166.79999999999998
183701,120,243.79000000000002
183702,31,114.2
183703,98,295.99999999999994
183706,96,479.0000000000001
183707,57,194.40000000000003
183708,118,451.9999999999999
183709,142,201.8000000000001
183710,1,1.1
183711,80,435.39999999999986
183712,68,154.50000000000006
183713,143,380.8999999999999
183714,29,111.2
183715,2,9.9
183716,79,304.0
183717,35,155.29999999999998
183719,95,258.0
183720,44,180.00000000000009
183721,29,101.39999999999999
183722,51,193.8
183723,91,243.0000000000001
183725,68,333.7
183726,121,365.70000000000016
183727,36,164.60000000000002
183728,74,305.0
183729,24,96.70000000000002
183730,70,394.7000000000001
183731,72,282.29999999999995
183732,101,294.2
183734,73,274.49999999999994
183735,86,383.2
183737,123,222.7
183738,62,201.60000000000005
183739,76,158.40000000000006
183741,39,176.50000000000003
183742,165,418.09999999999974
183743,124,464.49999999999994
183744,83,353.60000000000014
183745,11,186.1
183746,67,404.1
183747,113,406.79999999999984
183748,52,210.10000000000002
183749,64,166.9
183750,29,111.9
183751,11,60.7
183752,22,96.69999999999999
183753,80,218.40000000000006
183754,72,296.95000000000005
183755,35,205.59999999999997
183757,111,484.6000000000002
183758,8,48.0
183759,1,47.0
183760,39,207.7
183761,19,97.99999999999999
183762,48,178.60000000000002
183764,125,273.9
183765,4,26.5
183767,39,163.5
183768,96,496.0
183769,43,96.79999999999998
183770,60,199.19999999999996
183772,81,476.5
183774,111,436.1000000000002
183775,82,356.00000000000006
183777,27,183.10000000000002
183778,135,314.19999999999993
183779,1,128.25
183782,67,219.3
183783,44,246.29999999999993
183784,65,321.6
183785,108,269.99999999999994
183787,108,446.8000000000002
183788,127,485.6999999999998
183789,3,17.5
183790,1,88.0
183792,40,228.09999999999994
183794,126,386.99999999999994
183795,61,143.80000000000007
183796,1,68.6
183797,82,264.29999999999995
183798,109,498.50000000000017
183799,67,326.8000000000001
183800,96,589.5
183801,77,364.29999999999995
183802,83,253.4
183803,100,445.4
183804,78,338.8999999999999
183805,105,257.80000000000007
183807,104,459.7000000000001
183808,131,452.9999999999996
183809,80,264.19999999999993
183810,79,309.29999999999995
183811,62,311.8
183812,90,380.8000000000001
183813,74,357.4
183814,65,220.5
183815,40,138.99999999999997
183819,11,42.2
183820,125,342.9000000000002
183823,87,298.60000000000014
183826,57,272.9999999999999
183827,124,625.7000000000003
183830,71,192.19999999999993
183831,40,259.79999999999995
183832,39,301.3
183833,94,340.9
183834,41,254.59999999999997
183835,327,2974.67
183836,119,447.09999999999997
183837,40,100.6
183838,43,251.0
183839,20,74.6
183841,41,208.4
183844,70,192.90000000000003
183845,53,225.49999999999997
183847,127,648.0
183848,28,124.00000000000001
183849,49,158.8
183850,79,279.59999999999997
183851,97,273.7
183852,98,205.1000000000001
183853,82,268.4
183854,92,212.50000000000009
183855,53,188.50000000000006
183857,70,168.79999999999998
183858,66,430.0
183859,99,752.3000000000002
183860,73,309.1
183861,61,220.40000000000003
183862,72,263.70000000000005
183863,33,203.89999999999998
183864,84,297.6000000000001
183865,114,346.5999999999999
183867,81,388.4
183868,12,67.8
183871,54,280.40000000000003
183872,66,168.80000000000007
183873,41,128.40000000000003
183874,9,55.699999999999996
183876,54,315.5999999999999
183878,49,143.3
183880,3,4.1000000000000005
183881,55,133.4
183882,84,313.8999999999999
183883,54,261.0
183884,30,130.6
183885,11,50.4
183887,14,57.5
183889,17,103.3
183891,41,275.09999999999997
183892,29,221.49999999999994
183894,24,113.5
183895,53,151.80000000000004
183896,19,107.5
183897,20,98.5
183898,34,207.5
183899,1,7.0
183901,110,416.7
183902,67,440.5
183905,31,116.60000000000001
183907,48,250.2
183908,107,356.50000000000006
183909,3,3.4000000000000004
183910,24,115.4
183913,72,192.89999999999995
183914,9,31.099999999999998
183915,68,460.90000000000003
183917,53,247.19999999999996
183918,33,99.30000000000001
183919,41,248.89999999999998
183920,53,335.59999999999997
183921,102,625.6999999999997
183922,32,200.59999999999997
183923,53,168.70000000000002
183924,73,419.9
183925,63,322.30000000000007
183927,1,200.8
183928,13,45.300000000000004
183929,45,163.79999999999995
183930,83,304.79999999999995
183932,35,167.29999999999998
183935,36,207.49999999999994
183938,39,255.79999999999998
183942,61,381.00000000000017
183943,1,1.0
183944,37,215.29999999999998
183945,3,11.0
183946,120,371.39999999999986
183949,103,218.09999999999997
183950,38,181.1
183952,88,238.10000000000005
183953,81,277.5
183954,97,438.4000000000002
183955,1,9.0
183956,61,208.5
183957,79,357.20000000000005
183958,1,54.4
183960,37,173.7
183961,10,48.9
183965,42,199.2
183967,77,495.40000000000003
183968,98,363.30000000000007
183969,39,234.79999999999998
183971,77,171.09999999999997
183973,117,216.59999999999985
183975,26,168.99999999999997
183978,96,378.30000000000007
183979,123,454.7999999999999
183980,94,202.20000000000002
183981,2,1.3
183982,1,1.9
183987,74,385.3
183988,41,149.1
183989,94,318.5
183991,3,6.0
183992,81,234.50000000000003
183993,1,2.2
183994,75,166.29999999999998
183996,41,197.49999999999994
183997,102,367.39999999999986
183998,135,265.6999999999998
183999,136,464.99999999999994
184000,82,406.2999999999999
184001,79,329.8
184002,69,288.3
184003,46,100.79999999999998
184005,56,299.9
184006,40,99.60000000000001
184007,106,249.99999999999997
184008,78,362.00000000000006
184009,78,240.59999999999997
184011,1,53.3
184012,118,305.90000000000003
184013,72,170.7
184014,97,396.49999999999994
184015,104,332.7999999999999
184016,9,27.8
184018,111,188.20000000000005
184021,25,74.4
184023,60,191.79999999999998
184024,165,550.3
184025,71,310.7
184026,41,178.1
184027,102,696.7
184028,170,412.5999999999999
184030,98,306.69999999999993
184033,96,274.0999999999999
184034,159,493.00000000000017
184035,70,188.29999999999998
184036,151,440.79999999999995
184038,108,289.19999999999993
184039,44,102.6
184040,62,258.19999999999993
184042,135,348.3999999999999
184043,189,570.8999999999994
184044,90,209.69999999999996
184045,7,26.5
184046,4,208.0
184048,3,5.9
184049,21,124.4
184050,37,150.89999999999998
184052,42,574.0
184053,1,20.6
184055,129,398.99999999999994
184057,1,116.4
184059,74,240.20000000000002
184062,68,312.79999999999995
184066,16,100.5
184068,61,332.7
184070,18,83.6
184071,137,476.5
184073,93,453.70000000000005
184074,48,133.3
184075,93,635.3
184076,87,380.3
184077,74,444.79999999999995
184078,42,167.1
184079,94,273.49999999999994
184080,11,72.5
184082,31,129.9
184083,116,491.29999999999995
184084,163,595.5000000000001
184086,110,451.3
184087,179,498.50000000000034
184092,8,47.0
184093,85,507.1
184094,48,228.1
184096,88,299.59999999999997
184097,86,318.3
184098,105,549.6
184099,98,290.0
184100,133,700.8000000000001
184102,17,94.5
184104,137,446.06000000000023
184105,87,228.19999999999987
184106,40,191.5
184107,52,252.09999999999997
184108,47,152.39999999999998
184109,111,848.0000000000001
184110,25,93.89999999999999
184117,67,399.6000000000002
184118,28,140.2
184119,114,506.1600000000002
184123,51,539.5999999999999
184124,63,248.99999999999997
184126,37,215.8
184127,1,0.4
184128,64,229.39999999999995
184129,19,120.1
184130,23,98.80000000000001
184133,64,212.1
184134,114,387.2999999999999
184135,98,508.6
184136,71,327.7
184137,77,288.29999999999995
184138,80,416.49999999999994
184140,115,320.09999999999997
184141,95,420.09999999999997
184142,153,296.0999999999999
184143,21,102.2
184145,27,138.2
184146,117,419.89999999999975
184147,1,3.0
184149,98,257.0999999999999
184151,68,296.1
184152,59,376.30000000000007
184153,38,140.70000000000002
184155,92,278.0
184156,28,120.0
184157,54,248.20000000000002
184158,58,288.79999999999995
184159,34,188.89999999999998
184160,101,427.6000000000001
184161,25,85.5
184162,9,24.4
184163,30,122.19999999999999
184165,3,4.1
184167,53,252.59999999999997
184169,135,514.3
184170,75,309.0
184171,37,103.09999999999998
184173,11,49.3
184174,23,106.10000000000001
184176,162,465.7000000000003
184178,67,334.79999999999995
184179,182,599.0999999999998
184180,36,130.2
184181,98,180.3
184182,57,277.3
184184,65,194.4
184185,1,0.7
184187,61,273.70000000000005
184188,97,215.8000000000001
184189,86,353.40000000000015
184190,97,363.9
184191,121,355.5
184192,153,433.90000000000015
184193,1,5.0
184194,13,68.0
184195,96,279.6
184196,90,387.30000000000007
184198,86,317.59999999999997
184199,31,145.39999999999998
184201,62,251.3
184203,29,83.30000000000001
184204,16,89.1
184206,37,149.0
184207,95,366.7999999999999
184208,21,109.1
184209,78,198.1
184210,36,60.9
184211,111,372.30000000000007
184213,95,176.70000000000005
184214,49,172.0
184215,105,241.20000000000002
184217,38,164.19999999999996
184218,22,41.7
184219,11,66.3
184221,1,96.1
184222,105,307.8999999999999
184224,87,227.3
184226,4,28.7
184227,76,466.0
184229,56,256.59999999999997
184230,9,40.44
184231,62,260.29999999999995
184234,10,49.9
184235,62,282.49999999999994
184236,51,190.29999999999998
184237,44,289.00000000000006
184238,144,375.3
184239,76,210.20000000000002
184240,107,261.4
184242,25,181.7
184243,26,97.3
184244,124,301.20000000000005
184247,51,774.9000000000001
184248,17,101.19999999999999
184249,59,473.00000000000006
184250,85,408.4000000000002
184251,14,97.5
184252,32,250.5
184254,28,200.7
184255,119,736.9000000000001
184256,50,162.39999999999998
184257,83,403.30000000000007
184258,8,27.6
184260,19,139.89999999999998
184261,3,20.0
184263,78,566.5
184264,56,261.7
184265,18,49.199999999999996
184267,46,282.69999999999993
184270,1,85.4
184271,50,322.5
184272,176,367.3999999999998
184275,102,579.4000000000001
184277,125,359.18000000000006
184279,107,271.0000000000001
184280,56,167.60000000000002
184282,64,206.8
184285,31,129.9
184286,11,80.30000000000001
184287,75,498.1
184289,18,59.2
184290,52,200.5
184294,51,176.3
184295,77,290.59999999999997
184296,45,163.29999999999995
184297,67,276.99999999999994
184298,30,184.1
184299,66,357.90000000000003
184301,49,207.6999999999999
184302,173,475.4000000000003
184305,69,427.2
184307,32,141.4
184308,127,399.7000000000001
184309,84,349.2000000000001
184310,75,286.9
184311,19,61.1
184312,37,155.29999999999998
184313,29,102.3
184314,59,332.7
184315,61,341.1
184317,22,109.0
184318,117,777.1000000000001
184319,73,180.10000000000005
184320,36,175.3
184321,66,275.4
184324,57,264.1999999999999
184325,46,300.69999999999993
184326,68,455.6
184327,21,149.39999999999998
184328,54,223.09999999999997
184329,113,765.5000000000003
184331,50,533.3
184332,138,603.2000000000002
184333,99,586.4000000000001
184334,21,66.80000000000001
184335,4,41.0
184336,51,200.59999999999994
184337,73,377.49999999999994
184338,57,296.7
184339,86,223.50000000000003
184340,87,440.5000000000001
184358,47,213.6
184359,12,49.5
184360,2,18.0
184362,118,496.30000000000007
184366,60,299.7
184367,42,140.60000000000002
184368,86,219.4999999999999
184369,95,185.1
184370,8,33.5
184373,66,224.90000000000003
184377,112,371.0000000000001
184378,99,336.2899999999999
184379,32,198.1
184381,137,455.50000000000017
184382,94,349.8
184385,96,233.8
184386,18,84.3
184392,25,127.6
184393,33,189.2
184394,10,102.2
184395,14,65.5
184397,55,174.40000000000003
184400,35,200.0
184401,56,182.1
184403,27,147.3
184404,127,1040.1
184406,2,16.0
184408,3,33.0
184409,92,250.49999999999991
184410,63,328.1
184411,83,466.59999999999997
184413,73,218.40000000000003
184415,48,318.70000000000005
184417,28,60.65
184419,16,40.7
184420,12,61.400000000000006
184421,17,84.9
184422,162,710.1000000000003
184424,139,326.49999999999994
184425,16,92.7
184428,51,227.0
184431,117,412.90000000000015
184432,66,663.6
184433,20,89.9
184435,23,150.99999999999997
184436,33,107.6
184438,132,371.50000000000006
184439,85,319.49999999999994
184440,97,198.20000000000007
184441,32,109.69999999999999
184444,79,321.4999999999999
184445,83,473.0
184446,42,129.00000000000003
184448,1,89.6
184451,125,567.4000000000001
184454,32,97.9
184455,54,285.0
184457,92,362.9
184458,95,503.5
184459,102,306.5
184462,144,390.60000000000014
184463,177,638.5000000000002
184464,1,1.5
184466,50,1051.0
184473,48,287.8
184475,54,285.9
184480,145,527.0000000000003
184481,53,201.79999999999998
184483,144,399.3999999999997
184484,41,253.1
184485,129,430.79999999999995
184486,97,470.59999999999997
184487,4,19.0
184489,82,409.1
184491,45,134.4
184492,25,85.7
184493,66,238.29999999999998
184494,117,553.5
184495,4,12.8
184496,30,135.6
184497,24,98.69999999999999
184498,122,251.09999999999994
184499,17,91.5
184500,166,460.39999999999975
184508,46,224.7
184509,45,230.0
184512,19,89.0
184514,26,136.5
184515,39,177.6
184517,37,58.70000000000001
184519,2,8.6
184521,315,760.0900000000008
184522,94,301.4000000000001
184523,2,3.0
184524,74,365.79999999999995
184526,91,400.40000000000003
184527,2,17.5
184528,119,441.6600000000001
184529,140,509.60000000000025
184530,49,178.49999999999997
184531,60,280.79999999999995
184532,36,94.70000000000003
184533,69,257.79999999999995
184534,40,225.8
184535,68,328.20000000000005
184538,74,305.0999999999999
184540,94,261.0
184541,61,327.8
184542,114,206.59999999999997
184543,56,406.29999999999995
184545,52,190.0
184547,80,370.49999999999994
184549,52,177.55999999999995
184550,65,217.90000000000003
184556,71,301.5
184557,86,170.76000000000005
184560,75,405.9000000000001
184561,38,180.5
184562,91,324.0000000000001
184564,73,287.85
184565,26,122.0
184567,27,208.8
184569,123,490.79999999999995
184570,74,149.70000000000005
184572,18,85.8
184573,68,137.0
184574,45,162.39999999999998
184578,111,258.4
184579,4,17.0
184580,1,3.3
184582,8,12.799999999999999
184583,123,354.29
184586,33,85.20000000000002
184588,205,448.6999999999997
184589,11,39.3
184591,55,233.3
184593,126,216.60000000000002
184594,128,395.3000000000001
184595,22,85.4
184597,30,245.1
184604,78,290.29999999999995
184608,52,185.6
184611,82,282.3999999999999
184612,38,150.29999999999998
184613,17,107.5
184614,3,15.0
184615,3,36.0
184616,16,42.7
184617,29,155.59999999999997
184621,133,529.3999999999999
184624,115,337.59999999999997
184627,66,142.19999999999996
184629,119,320.3
184630,80,279.69999999999993
184631,28,93.19999999999999
184632,51,137.19999999999996
184633,100,533.5
184634,11,32.6
184636,34,84.8
184639,81,307.5
184642,29,86.3
184644,129,412.9999999999999
184645,63,205.09999999999997
184646,24,88.2
184647,59,614.4000000000001
184649,1,61.5
184650,16,113.5
184655,16,37.1
184657,27,110.6
184658,162,284.4999999999999
184660,14,101.8
184661,12,99.5
184663,95,371.99999999999994
184664,51,299.4
184666,83,184.20000000000002
184667,87,318.29999999999995
184668,27,170.5
184669,21,156.4
184670,51,200.79999999999998
184671,39,127.10000000000001
184675,38,200.79999999999998
184677,52,354.6
184679,51,358.0
184680,73,322.29999999999995
184683,65,204.10000000000002
184685,101,251.8
184691,112,602.8000000000002
184692,15,100.7
184695,21,168.0
184700,23,279.2
184701,45,160.29999999999998
184702,49,183.49999999999997
184703,1,43.2
184704,8,33.8
184706,59,223.99999999999997
184709,95,487.90000000000003
184710,81,392.8
184711,41,111.30000000000001
184718,16,453.0
184721,78,397.8
184723,88,593.6999999999999
184725,52,231.39999999999998
184727,78,185.29999999999993
184729,117,549.6999999999999
184730,179,418.20000000000044
184731,17,94.7
184732,56,246.29999999999998
184733,32,158.4
184734,106,397.3999999999999
184736,131,368.8000000000002
184737,47,126.20000000000005
184739,124,349.29999999999995
184740,34,115.89999999999999
184741,39,179.20000000000002
184742,89,333.1
184743,25,106.1
184746,60,260.0999999999999
184747,56,243.89999999999998
184748,12,100.0
184750,4,13.3
184751,9,100.0
184752,13,99.99999999999997
184754,8,100.0
184755,9,99.99999999999999
184756,7,98.8
184757,4,99.5
184758,6,100.0
184763,46,201.7
184765,78,242.79999999999995
184766,66,341.0
184767,25,57.000000000000014
184768,27,132.9
184769,11,12.6
184770,69,580.6000000000001
184771,69,173.59999999999997
184772,83,349.2
184774,66,361.1
184775,53,225.79999999999998
184776,75,410.8
184777,27,200.0
184778,47,287.4
184783,80,273.29999999999995
184785,10,62.9
184786,95,393.19999999999993
184787,1,65.95
184788,46,132.0
184790,89,395.40000000000003
184791,82,383.90000000000003
184792,19,92.5
184793,110,760.5000000000001
184795,135,489.2
184796,140,524.2000000000002
184799,43,193.39999999999998
184800,110,349.6
184801,58,255.69999999999996
184804,168,530.0000000000003
184808,38,215.0
184809,9,27.099999999999998
184812,2,300.0
184814,20,74.1
184816,3,20.5
184818,120,324.19999999999993
184819,20,79.30000000000001
184820,45,169.1
184821,15,41.7
184823,117,484.9
184827,82,435.7
184829,13,38.0
184830,75,343.7
184831,4,15.6
184832,33,160.9
184833,22,150.1
184837,20,77.5
184839,45,202.09999999999997
184844,1,1.5
184846,26,80.60000000000001
184848,136,325.99999999999994
184849,74,420.7
184852,103,294.0
184853,122,471.59999999999985
184854,8,48.2
184855,21,84.0
184856,3,2.3
184859,88,554.0
184860,104,502.5000000000003
184864,76,220.69999999999993
184865,61,328.40000000000003
184866,41,95.8
184867,42,177.6
184869,75,237.0
184870,66,358.9999999999999
184871,61,453.20000000000005
184872,82,478.4000000000001
184873,80,337.00000000000017
184874,31,233.1
184875,39,211.8
184876,67,177.3
184877,52,300.9
184878,110,489.49999999999994
184880,134,225.10000000000008
184881,65,301.9
184882,130,661.8000000000004
184883,51,159.8
184885,82,437.2
184886,1,0.6
184888,82,369.10000000000014
184889,7,92.89999999999999
184891,123,365.0999999999999
184892,74,323.20000000000005
184893,59,200.79999999999998
184894,84,314.1000000000001
184895,70,291.6999999999999
184896,111,480.20000000000005
184897,22,123.7
184898,85,175.10000000000005
184899,55,321.0
184900,22,71.7
184901,120,434.7
184902,131,301.99999999999983
184903,30,96.19999999999999
184904,22,121.30000000000001
184905,49,160.4
184906,112,425.40000000000015
184907,12,55.8
184908,109,417.50000000000017
184909,109,499.0000000000002
184910,48,251.4
184911,87,227.70000000000005
184912,22,97.3
184913,43,197.39999999999998
184915,50,252.69999999999993
184916,7,17.9
184917,57,327.00000000000006
184918,32,111.99999999999999
